name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,enrollment
Boston University,Massachusetts,MA,Private,4 Year,15720.0,53948,69668,53948,69668,13.0,Massachusetts,61400.0,113600.0,43.0,25.0,58863.0
Bowdoin College,Maine,ME,Private,4 Year,14698.0,53922,68620,53922,68620,2.0,Maine,61300.0,112000.0,54.0,37.0,3258.0
Bowie State University,Maryland,MD,Public,4 Year,10904.0,8233,19137,18873,29777,18.0,Maryland,50300.0,89900.0,65.0,11.0,14440.0
Bowling Green State University,Ohio,OH,Public,4 Year,9168.0,11105,20273,19093,28261,,,,,,,
Bowling Green State University: Firelands College,Ohio,OH,Public,2 Year,,4912,4912,12901,12901,,,,,,,
Bradley University,Illinois,IL,Private,4 Year,10620.0,33760,44380,33760,44380,6.0,Illinois,55600.0,104900.0,46.0,38.0,8728.0
Brandeis University,Massachusetts,MA,Private,4 Year,15440.0,55395,70835,55395,70835,14.0,Massachusetts,60600.0,113200.0,48.0,29.0,10480.0
Brandman University,California,CA,Private,4 Year,,15380,15380,15380,15380,,,,,,,16220.0
Brazosport College,Texas,TX,Public,2 Year,,2715,2715,5355,5355,,,,,,,8090.0
Brenau University,Georgia,GA,Private,4 Year,12418.0,29050,41468,29050,41468,,,,,,,6471.0
Brescia University,Kentucky,KY,Private,4 Year,9200.0,22400,31600,22400,31600,10.0,Kentucky,44300.0,81200.0,53.0,7.0,2037.0
Brevard College,North Carolina,NC,Private,4 Year,9900.0,29350,39250,29350,39250,,,,,,,1112.0
Brewton-Parker College,Georgia,GA,Private,4 Year,7850.0,18690,26540,18690,26540,,,,,,,1110.0
Briar Cliff University,Iowa,IA,Private,4 Year,9020.0,31964,40984,31964,40984,,,,,,,2011.0
BridgeValley Community and Technical College,West Virginia,WV,Public,2 Year,,5460,5460,13020,13020,,,,,,,
Bridgewater College,Virginia,VA,Private,4 Year,12720.0,35160,47880,35160,47880,,,,,,,3109.0
Bridgewater State University,Massachusetts,MA,Public,4 Year,13090.0,10367,23457,16507,29597,,,,,,,20063.0
Brigham Young University,Utah,UT,Private,4 Year,7628.0,5620,13248,5620,13248,,,,,,,47918.0
Brigham Young University-Hawaii,Hawaii,HI,Private,4 Year,6586.0,5560,12146,5560,12146,1.0,Hawaii,51700.0,93900.0,57.0,12.0,
Brigham Young University-Idaho,Idaho,ID,Private,4 Year,4592.0,4118,8710,4118,8710,2.0,Idaho,53700.0,93500.0,59.0,14.0,
Bristol Community College,Massachusetts,MA,Public,2 Year,,5970,5970,12150,12150,,,,,,,16882.0
Brookdale Community College,New Jersey,NJ,Public,2 Year,,5216,5216,9281,9281,,,,,,,25702.0
Brookhaven College,Texas,TX,Public,2 Year,,1770,1770,5220,5220,,,,,,,27854.0
Broome Community College,New York,NY,Public,2 Year,11818.0,5482,17300,10210,22028,,,,,,,9822.0
Broward College,Florida,FL,Public,2 Year,,3540,3540,11190,11190,,,,,,,102062.0
Brown University,Rhode Island,RI,Private,4 Year,14670.0,55656,70326,55656,70326,1.0,Rhode-Island,68200.0,127600.0,45.0,43.0,16821.0
Brunswick Community College,North Carolina,NC,Public,2 Year,,2380,2380,8140,8140,,,,,,,3359.0
Bryan College of Health Sciences,Nebraska,NE,Private,4 Year,,18270,18270,18270,18270,,,,,,,1362.0
Bryan College: Dayton,Tennessee,TN,Private,4 Year,7500.0,26800,34300,26800,34300,,,,,,,
Bryan University: Rogers,Arkansas,AR,For Profit,2 Year,,10230,10230,10230,10230,,,,,,,
Bryant University,Rhode Island,RI,Private,4 Year,15702.0,43973,59675,43973,59675,2.0,Rhode-Island,60500.0,108600.0,37.0,8.0,5461.0
Bryn Athyn College,Pennsylvania,PA,Private,4 Year,11886.0,22815,34701,22815,34701,,,,,,,
Bryn Mawr College,Pennsylvania,PA,Private,4 Year,16500.0,52360,68860,52360,68860,,,,,,,3822.0
Bucknell University,Pennsylvania,PA,Private,4 Year,13662.0,56092,69754,56092,69754,5.0,Pennsylvania,66700.0,122900.0,40.0,40.0,6059.0
Bucks County Community College,Pennsylvania,PA,Public,2 Year,1500.0,5660,7160,14660,16160,,,,,,,15374.0
Buena Vista University,Iowa,IA,Private,4 Year,9538.0,34004,43542,34004,43542,,,,,,,4011.0
Bunker Hill Community College,Massachusetts,MA,Public,2 Year,,5580,5580,11760,11760,,,,,,,31442.0
Butler Community College,Kansas,KS,Public,2 Year,5950.0,3180,9130,5310,11260,,,,,,,
Butler County Community College,Pennsylvania,PA,Public,2 Year,,4950,4950,10950,10950,,,,,,,
Butler University,Indiana,IN,Private,4 Year,13830.0,41120,54950,41120,54950,7.0,Indiana,51800.0,99300.0,53.0,9.0,8271.0
Butte College,California,CA,Public,2 Year,,1498,1498,8518,8518,,,,,,,22331.0
Cabarrus College of Health Sciences,North Carolina,NC,Private,4 Year,,13194,13194,13194,13194,,,,,,,922.0
Cabrillo College,California,CA,Public,2 Year,,1500,1500,9300,9300,,,,,,,27158.0
Cabrini University,Pennsylvania,PA,Private,4 Year,12266.0,31920,44186,31920,44186,,,,,,,4157.0
Cairn University,Pennsylvania,PA,Private,4 Year,10294.0,27279,37573,27279,37573,,,,,,,1937.0
Caldwell Community College and Technical Institute,North Carolina,NC,Public,2 Year,,2356,2356,8116,8116,,,,,,,6582.0
Caldwell University,New Jersey,NJ,Private,4 Year,12025.0,34715,46740,34715,46740,,,,,,,
Calhoun Community College,Alabama,AL,Public,2 Year,,4840,4840,8690,8690,,,,,,,20241.0
California Baptist University,California,CA,Private,4 Year,12160.0,33478,45638,33478,45638,,,,,,,17238.0
California Christian College,California,CA,Private,4 Year,4950.0,9570,14520,9570,14520,,,,,,,34.0
California Coast University,California,CA,For Profit,4 Year,,4500,4500,4500,4500,,,,,,,
California College of the Arts,California,CA,Private,4 Year,10136.0,49138,59274,49138,59274,,,,,,,3883.0
California Institute of Integral Studies,California,CA,Private,4 Year,,20230,20230,20230,20230,,,,,,,2493.0
California Institute of Technology,California,CA,Private,4 Year,15525.0,52362,67887,52362,67887,3.0,California,84100.0,151600.0,53.0,97.0,3741.0
California Institute of the Arts,California,CA,Private,4 Year,12069.0,49276,61345,49276,61345,,,,,,,2843.0
California Lutheran University,California,CA,Private,4 Year,13779.0,42693,56472,42693,56472,,,,,,,8081.0
California Maritime Academy,California,CA,Public,4 Year,12576.0,7135,19711,13273,25849,,,,,,,
California Miramar University,California,CA,Private,4 Year,,12180,12180,12180,12180,,,,,,,469.0
California Northstate University College of Health Sciences,California,CA,Private,4 Year,,32500,32500,32500,32500,,,,,,,
California Polytechnic State University: San Luis Obispo,California,CA,Public,4 Year,13796.0,9816,23612,21696,35492,,,,,,,
California State Polytechnic University: Pomona,California,CA,Public,4 Year,17358.0,7353,24711,19233,36591,,,,,,,
California State University: Bakersfield,California,CA,Public,4 Year,13746.0,7147,20893,19027,32773,,,,,,,
California State University: Channel Islands,California,CA,Public,4 Year,16954.0,6817,23771,18697,35651,,,,,,,
California State University: Chico,California,CA,Public,4 Year,12980.0,7618,20598,17122,30102,,,,,,,
California State University: Dominguez Hills,California,CA,Public,4 Year,12540.0,6837,19377,18717,31257,,,,,,,
California State University: East Bay,California,CA,Public,4 Year,13980.0,6834,20814,18714,32694,,,,,,,
California State University: Fresno,California,CA,Public,4 Year,10587.0,6585,17172,18465,29052,,,,,,,
California State University: Fullerton,California,CA,Public,4 Year,15898.0,6870,22768,18750,34648,,,,,,,
California State University: Long Beach,California,CA,Public,4 Year,13312.0,6798,20110,18678,31990,,,,,,,
California State University: Los Angeles,California,CA,Public,4 Year,13407.0,6639,20046,18519,31926,,,,,,,
California State University: Monterey Bay,California,CA,Public,4 Year,12234.0,7143,19377,19023,31257,,,,,,,
California State University: Northridge,California,CA,Public,4 Year,11122.0,6888,18010,17622,28744,,,,,,,
California State University: Sacramento,California,CA,Public,4 Year,14396.0,7204,21600,19084,33480,,,,,,,
California State University: San Bernardino,California,CA,Public,4 Year,12711.0,6656,19367,13064,25775,,,,,,,
California State University: San Marcos,California,CA,Public,4 Year,13227.0,7648,20875,19166,32393,,,,,,,
California State University: Stanislaus,California,CA,Public,4 Year,10542.0,7076,17618,20290,30832,,,,,,,
California University of Management and Sciences,California,CA,Private,4 Year,,10410,10410,10410,10410,,,,,,,716.0
California University of Pennsylvania,Pennsylvania,PA,Public,4 Year,10186.0,11108,21294,14966,25152,,,,,,,
Calumet College of St. Joseph,Indiana,IN,Private,4 Year,,19870,19870,19870,19870,,,,,,,
Calvary University,Missouri,MO,Private,4 Year,5492.0,11164,16656,11164,16656,,,,,,,
Calvin College,Michigan,MI,Private,4 Year,10200.0,34600,44800,34600,44800,13.0,Michigan,50200.0,91100.0,54.0,23.0,6727.0
Cambridge College,Massachusetts,MA,Private,4 Year,,13040,13040,13040,13040,,,,,,,6361.0
Camden County College,New Jersey,NJ,Public,2 Year,,4320,4320,4440,4440,,,,,,,24104.0
Cameron University,Oklahoma,OK,Public,4 Year,5452.0,6450,11902,15870,21322,11.0,Oklahoma,43900.0,81500.0,54.0,14.0,11246.0
Campbell University,North Carolina,NC,Private,4 Year,11430.0,32500,43930,32500,43930,16.0,North-Carolina,46300.0,82400.0,56.0,8.0,10969.0
Campbellsville University,Kentucky,KY,Private,4 Year,8000.0,25400,33400,25400,33400,24.0,Kentucky,37600.0,66800.0,50.0,7.0,5912.0
Canada College,California,CA,Public,2 Year,,1440,1440,8670,8670,,,,,,,15196.0
Canisius College,New York,NY,Private,4 Year,11300.0,28488,39788,28488,39788,,,,,,,7110.0
Cankdeska Cikana Community College,North Dakota,ND,Public,2 Year,,4050,4050,4050,4050,,,,,,,446.0
Cape Cod Community College,Massachusetts,MA,Public,2 Year,,6330,6330,12510,12510,,,,,,,6938.0
Cape Fear Community College,North Carolina,NC,Public,2 Year,,2590,2590,8350,8350,,,,,,,16316.0
Capella University,Minnesota,MN,For Profit,4 Year,,13788,13788,13788,13788,,,,,,,77579.0
Capital Community College,Connecticut,CT,Public,2 Year,,4404,4404,13172,13172,,,,,,,9778.0
Capital University,Ohio,OH,Private,4 Year,10842.0,35466,46308,35466,46308,,,,,,,6136.0
Capitol Technology University,Maryland,MD,Private,4 Year,5708.0,25428,31136,25428,31136,2.0,Maryland,67400.0,118400.0,63.0,88.0,
Cardinal Stritch University,Wisconsin,WI,Private,4 Year,8440.0,29998,38438,29998,38438,20.0,Wisconsin,47000.0,82500.0,51.0,2.0,7572.0
Career College of Northern Nevada,Nevada,NV,For Profit,2 Year,,11250,11250,11250,11250,,,,,,,1187.0
Careers Unlimited,Utah,UT,For Profit,2 Year,,22841,22841,22841,22841,,,,,,,
Caribbean University,,PR,Private,4 Year,,6570,6570,6570,6570,,,,,,,
Carl Albert State College,Oklahoma,OK,Public,2 Year,4000.0,3818,7818,7943,11943,,,,,,,4588.0
Carl Sandburg College,Illinois,IL,Public,2 Year,,5000,5000,8330,8330,,,,,,,4017.0
Carleton College,Minnesota,MN,Private,4 Year,14085.0,54759,68844,54759,68844,1.0,Minnesota,58800.0,109900.0,47.0,45.0,3634.0
Carlos Albizu University,Florida,FL,Private,4 Year,,10234,10234,10234,10234,,,,,,,
Carlos Albizu University: San Juan,,PR,Private,4 Year,,5912,5912,5912,5912,,,,,,,
Carlow University,Pennsylvania,PA,Private,4 Year,11442.0,29454,40896,29454,40896,,,,,,,4675.0
Carnegie Mellon University,Pennsylvania,PA,Private,4 Year,14418.0,55465,69883,55465,69883,1.0,Pennsylvania,75900.0,136100.0,45.0,66.0,20761.0
Carolina Christian College,North Carolina,NC,Private,4 Year,,8300,8300,8300,8300,,,,,,,132.0
Carroll College,Montana,MT,Private,4 Year,9880.0,35486,45366,35486,45366,3.0,Montana,48200.0,91400.0,55.0,25.0,2427.0
Carroll Community College,Maryland,MD,Public,2 Year,,5160,5160,10448,10448,,,,,,,6251.0
Carroll University,Wisconsin,WI,Private,4 Year,9484.0,31918,41402,31918,41402,16.0,Wisconsin,45600.0,86500.0,49.0,14.0,6119.0
Carson-Newman University,Tennessee,TN,Private,4 Year,8810.0,27900,36710,27900,36710,23.0,Tennessee,42700.0,76500.0,61.0,5.0,3971.0
Carteret Community College,North Carolina,NC,Public,2 Year,,2372,2372,8132,8132,,,,,,,3070.0
Carthage College,Wisconsin,WI,Private,4 Year,11990.0,43550,55540,43550,55540,18.0,Wisconsin,48900.0,85400.0,48.0,17.0,4941.0
Carver College,Georgia,GA,Private,4 Year,6600.0,13475,20075,13475,20075,,,,,,,222.0
Cascadia College,Washington,WA,Public,2 Year,,4447,4447,9878,9878,,,,,,,
Case Western Reserve University,Ohio,OH,Private,4 Year,15190.0,49042,64232,49042,64232,1.0,Ohio,66600.0,117800.0,44.0,37.0,18989.0
Casper College,Wyoming,WY,Public,2 Year,6880.0,3072,9952,7584,14464,,,,,,,6401.0
Castleton University,Vermont,VT,Public,4 Year,10598.0,12314,22912,28322,38920,11.0,Vermont,41700.0,76200.0,52.0,6.0,
Catawba College,North Carolina,NC,Private,4 Year,10488.0,30520,41008,30520,41008,22.0,North-Carolina,42500.0,78100.0,58.0,11.0,2359.0
Catawba Valley Community College,North Carolina,NC,Public,2 Year,,2400,2400,8160,8160,,,,,,,8563.0
Catholic Distance University,West Virginia,WV,Private,4 Year,,10050,10050,10050,10050,,,,,,,
Catholic University of America,,DC,Private,4 Year,14650.0,45804,60454,45804,60454,,,,,,,
Cayuga Community College,New York,NY,Public,2 Year,,5290,5290,9948,9948,,,,,,,7472.0
Cazenovia College,New York,NY,Private,4 Year,14596.0,34630,49226,34630,49226,,,,,,,2089.0
Cecil College,Maryland,MD,Public,2 Year,,4305,4305,9015,9015,,,,,,,4587.0
Cedar Crest College,Pennsylvania,PA,Private,4 Year,11544.0,39216,50760,39216,50760,,,,,,,3338.0
Cedar Valley College,Texas,TX,Public,2 Year,,1770,1770,5220,5220,,,,,,,16344.0
Cedarville University,Ohio,OH,Private,4 Year,7360.0,30270,37630,30270,37630,,,,,,,5812.0
Centenary College of Louisiana,Louisiana,LA,Private,4 Year,13400.0,36580,49980,36580,49980,10.0,Louisiana,47000.0,88400.0,37.0,26.0,1142.0
Centenary University,New Jersey,NJ,Private,4 Year,11444.0,32998,44442,32998,44442,,,,,,,4186.0
Central Alabama Community College,Alabama,AL,Public,2 Year,,4740,4740,8610,8610,,,,,,,3208.0
Central Arizona College,Arizona,AZ,Public,2 Year,7700.0,2580,10280,11100,18800,,,,,,,12358.0
Central Baptist College,Arkansas,AR,Private,4 Year,7500.0,16200,23700,16200,23700,18.0,Arkansas,36900.0,68000.0,,3.0,1495.0
Central Carolina Community College,North Carolina,NC,Public,2 Year,,2392,2392,8152,8152,,,,,,,9708.0
Central Carolina Technical College,South Carolina,SC,Public,2 Year,,5760,5760,9630,9630,,,,,,,8545.0
Central Christian College of Kansas,Kansas,KS,Private,4 Year,8286.0,26674,34960,26674,34960,25.0,Kansas,37100.0,66100.0,,2.0,2110.0
Central College,Iowa,IA,Private,4 Year,10280.0,37295,47575,37295,47575,9.0,Iowa,49000.0,88800.0,55.0,36.0,2253.0
Central Community College,Nebraska,NE,Public,2 Year,7106.0,3000,10106,4320,11426,,,,,,,11531.0
Central Connecticut State University,Connecticut,CT,Public,4 Year,12176.0,10616,22792,21856,34032,12.0,Connecticut,53100.0,93700.0,45.0,15.0,21409.0
Central Georgia Technical College,Georgia,GA,Public,2 Year,,3308,3308,5978,5978,,,,,,,16899.0
Central Lakes College,Minnesota,MN,Public,2 Year,4000.0,5492,9492,5492,9492,,,,,,,7202.0
Central Maine Community College,Maine,ME,Public,2 Year,9340.0,3720,13060,6540,15880,,,,,,,5288.0
Central Methodist University,Missouri,MO,Private,4 Year,7940.0,24420,32360,24420,32360,,,,,,,
Central Michigan University,Michigan,MI,Public,4 Year,10076.0,12960,23036,12960,23036,23.0,Michigan,47700.0,83600.0,46.0,13.0,47229.0
Central New Mexico Community College,New Mexico,NM,Public,2 Year,,1626,1626,7338,7338,,,,,,,58448.0
Central Ohio Technical College,Ohio,OH,Public,2 Year,,4536,4536,7296,7296,,,,,,,6613.0
Central Oregon Community College,Oregon,OR,Public,2 Year,10770.0,4938,15708,13218,23988,,,,,,,10722.0
Central Penn College,Pennsylvania,PA,For Profit,4 Year,8094.0,18714,26808,18714,26808,,,,,,,2516.0
Central Piedmont Community College,North Carolina,NC,Public,2 Year,,2792,2792,8936,8936,,,,,,,40851.0
Central State University,Ohio,OH,Public,4 Year,10232.0,6346,16578,8346,18578,,,,,,,4391.0
Central Texas College,Texas,TX,Public,2 Year,5040.0,2700,7740,7050,12090,,,,,,,41708.0
Central Virginia Community College,Virginia,VA,Public,2 Year,,4838,4838,10766,10766,,,,,,,7934.0
Central Washington University,Washington,WA,Public,4 Year,11115.0,8072,19187,23053,34168,14.0,Washington,52700.0,93200.0,47.0,13.0,21185.0
Central Wyoming College,Wyoming,WY,Public,2 Year,6681.0,3120,9801,7632,14313,,,,,,,3734.0
Central Yeshiva Tomchei Tmimim-Lubavitch,New York,NY,Private,4 Year,3500.0,7700,11200,7700,11200,,,,,,,
Centralia College,Washington,WA,Public,2 Year,,4438,4438,4873,4873,,,,,,,5883.0
Centre College,Kentucky,KY,Private,4 Year,10480.0,41700,52180,41700,52180,4.0,Kentucky,49500.0,88500.0,52.0,22.0,2291.0
Century College,Minnesota,MN,Public,2 Year,,5417,5417,5417,5417,,,,,,,18400.0
Cerritos College,California,CA,Public,2 Year,,1438,1438,9688,9688,,,,,,,52624.0
Cerro Coso Community College,California,CA,Public,2 Year,,1382,1382,7802,7802,,,,,,,10104.0
Chabot College,California,CA,Public,2 Year,,1414,1414,9664,9664,,,,,,,30440.0
Chadron State College,Nebraska,NE,Public,4 Year,7380.0,7196,14576,7196,14576,16.0,Nebraska,42300.0,76700.0,66.0,3.0,5249.0
Chaffey College,California,CA,Public,2 Year,,1414,1414,9454,9454,,,,,,,46273.0
Chamberlain College Of Nursing: Tinley Park,Illinois,IL,For Profit,4 Year,,20850,20850,20850,20850,,,,,,,
Chaminade University of Honolulu,Hawaii,HI,Private,4 Year,13630.0,25374,39004,25374,39004,4.0,Hawaii,45400.0,84000.0,55.0,3.0,6316.0
Champlain College,Vermont,VT,Private,4 Year,15354.0,41010,56364,41010,56364,7.0,Vermont,51100.0,88400.0,39.0,14.0,5588.0
Chandler-Gilbert Community College,Arizona,AZ,Public,2 Year,,2580,2580,9810,9810,,,,,,,27366.0
Chapman University,California,CA,Private,4 Year,15828.0,52724,68552,52724,68552,,,,,,,15611.0
Charles R Drew University of Medicine and Science,California,CA,Private,4 Year,,17440,17440,17440,17440,5.0,California,78300.0,135700.0,,3.0,
Charleston Southern University,South Carolina,SC,Private,4 Year,10200.0,25500,35700,25500,35700,17.0,South-Carolina,42800.0,76300.0,65.0,9.0,6627.0
Charlotte Christian College and Theological Seminary,North Carolina,NC,Private,4 Year,,10688,10688,10688,10688,,,,,,,
Charter Oak State College,Connecticut,CT,Public,4 Year,,10161,10161,13101,13101,18.0,Connecticut,49200.0,85900.0,68.0,2.0,3870.0
Chatfield College,Ohio,OH,Private,2 Year,,12184,12184,12184,12184,,,,,,,935.0
Chatham University,Pennsylvania,PA,Private,4 Year,12090.0,37611,49701,37611,49701,,,,,,,4255.0
Chattahoochee Technical College,Georgia,GA,Public,2 Year,,3350,3350,6020,6020,,,,,,,19752.0
Chattahoochee Valley Community College,Alabama,AL,Public,2 Year,,4560,4560,8670,8670,,,,,,,3871.0
Chattanooga State Community College,Tennessee,TN,Public,2 Year,,4778,4778,17684,17684,,,,,,,17031.0
Chemeketa Community College,Oregon,OR,Public,2 Year,,4725,4725,12960,12960,,,,,,,20667.0
Chesapeake College,Maryland,MD,Public,2 Year,,4760,4760,9110,9110,,,,,,,4573.0
Chestnut Hill College,Pennsylvania,PA,Private,4 Year,11000.0,36180,47180,36180,47180,,,,,,,4401.0
Cheyney University of Pennsylvania,Pennsylvania,PA,Public,4 Year,11018.0,9479,20497,14495,25513,,,,,,,2488.0
Chicago State University,Illinois,IL,Public,4 Year,8724.0,12177,20901,20877,29601,,,,,,,12922.0
Chief Dull Knife College,Montana,MT,Public,2 Year,,2260,2260,2260,2260,,,,,,,485.0
Chipola College,Florida,FL,Public,2 Year,,3160,3160,8990,8990,,,,,,,3864.0
Chippewa Valley Technical College,Wisconsin,WI,Public,2 Year,,4364,4364,6377,6377,,,,,,,10010.0
Chowan University,North Carolina,NC,Private,4 Year,9400.0,24980,34380,24980,34380,,,,,,,3408.0
Christendom College,Virginia,VA,Private,4 Year,10280.0,26360,36640,26360,36640,,,,,,,
Christian Brothers University,Tennessee,TN,Private,4 Year,7400.0,32820,40220,32820,40220,4.0,Tennessee,51500.0,96500.0,60.0,14.0,3353.0
Christopher Newport University,Virginia,VA,Public,4 Year,11460.0,14754,26214,27220,38680,17.0,Virginia,50800.0,87200.0,55.0,25.0,9286.0
Cincinnati Christian University,Ohio,OH,Private,4 Year,8360.0,17528,25888,17528,25888,,,,,,,1375.0
Cincinnati College of Mortuary Science,Ohio,OH,Private,2 Year,,20475,20475,20475,20475,,,,,,,150.0
Cincinnati State Technical and Community College,Ohio,OH,Public,2 Year,,5242,5242,10001,10001,,,,,,,20210.0
Cisco College,Texas,TX,Public,2 Year,4355.0,2940,7295,5070,9425,,,,,,,7111.0
Citrus College,California,CA,Public,2 Year,,1450,1450,9520,9520,,,,,,,29262.0
